"phrase. 1.开始;发生
2.上升，上来，抬头
3.被提及","","雪花莲刚刚开始长出地面。","在明年的重选中她参加竞选。","她的猫上前来蹭了他们的腿。","我告诉过你了，当时他们就在说这些。","提及","比赛开始了"

"apartment","","I have an apartment in downtown Manhattan.","We are fascinated by the delicate interior design of the apartment.","Is this your parents' apartment? No, it's my brother's.","My family have an apartment in Qingdao
                                                        
                                                    ","At present,I can't afford an apartment.","it's a typical New York City apartment."
"n. 一套公寓房间","","我在曼哈顿中心区有一套住房。","我们被这所公寓的精致的室内装潢设计吸引。","这是你双亲的公寓吗？不，它是我兄弟的。","我家在青岛有一套公寓","现阶段，我没能力买房子。","这是一套典型的纽约公寓。"

"actually","","The emperor was actually a political eunuch.","He seems to be doing nothing, but actually he is just biding his time.","This tree looks high and strong but actually its trunk is hollow.","I actually have to walk on then to get in or out of the room.","I actually won the game
                                                        
                                                    ","　Actually, on second thoughts, I don't think I want to go out tonight."
"adv. 实际上，事实上
adv. 居然，竟然（表示惊讶）","","那个皇帝实际上没有政治实权。","他看上去无所事事，其实却在等待良机。","这棵树看起来又高又壮，实际上树干是空的。","我实际上是踩着这些书进出房间的。","我竟然赢了比赛","。"

"AD","","Problems were solved on an ad hoc basis.","The actress often forgot her lines but was very good at ad libbing.","I had forgotten to bring my notes and had to speak ad lib.","I will attend one show ad competition next week.","ad
                                                        
                                                    ","ad
                                                        
                                                    "
"abbr. 广告；公元（AD）","","做了一些变通问题便解决了.","那个女演员常忘台词, 却极擅长临时拼凑.","我忘记带讲稿了, 只好临时讲几句.","我下周将参加one show广告大赛","广告","abbr. (advertisement的缩写)广告 n. (缩)广告"

"base","","Her reply caught him off base.","The mattress is best on a solid bed base.","The price base on the inernational market
                                                        
                                                    ","The branch of immunology that deals with the molecular and genetic bases of the immune response.","The city's industrial base is eliminated by the blaze
                                                        
                                                    "
"n. 基底,（支持、收入、力量等的）基础
vt. 以...作基础
adj. 卑鄙的；不道德的","","她的答复使他不知所措。","这种床垫最好放在结实的床板上。","这个价格是以国际市场为基础的","免疫遗传学免疫学中研究免疫反应的细胞和基因基础的分支","这个城市的工业基础被这场大火消灭了"

"at present","","At present, I don't want to get married.","At no time has the country been more prosperous than at present.","I have no enough material in hand at present.","at present,i just made a plane
                                                        
                                                    ","I have no enough money in hand at present.","At present ，I do not have any free time to play with you
                                                        
                                                    "
"adv. 现在, 目前","","目前, 我还不想结婚。","我国任何时候都没有现在这样繁荣。","目前我手头没有足够的资料。","目前我只做了一个计划","目前我手头没有足够的钱","目前，我没时间陪你玩"

"gradual","","Here there is a gradual descent to the sea.","I advocate a policy of gradual reform.","A gradual, natural reduction in membership or personnel, as through retirement, resignation, or death.","you have to make a gradual alter so that everyone can receive
                                                        
                                                    ","The doctor noticed a gradual improvement in his patient
                                                        
                                                    ","People`s attitude have a gradual change in the recent years
                                                        
                                                    "
"adj. 逐渐的, 逐步的","","这里有个通向海的缓坡.","我拥护逐步改革的政策.","人员耗损，减缩人员指逐渐的、正常的成员或人员的减少，如退休、辞职或死亡","你要逐步改变以确保每个人都能够接受","医生注意到病人在逐渐恢复健康。","人们的态度在近几年渐渐转变"

"gradually","","Controls in the city have gradually tightened.","Gradually the surrounding farmland turned residential.","The sea is gradually encroaching on the land.","Large scale industry emerged only gradually as technology evolved.","gradually improve
                                                        
                                                    ","The time I spent at exercises gradually 
diminished."
"adv. 逐渐地","","对这个城市的控制逐渐加强。","周围的农田渐渐变成了住宅区。","海水渐渐地侵蚀了陆地。","大工业只是随着技术发展而逐渐开始存在的。","逐渐进步","我花在锻炼上的时间逐渐减少，"

"Danish","","She can make Danish pastry.","The body of law established by the Danish invaders and settlers in northeast England in the ninth and tenth centuries.","Danish bacon has a reputation second only to the butter.","I like Danish pastry.","please in danish."
"n. 丹麦文，丹麦人
adj. 丹麦的, 丹麦人的, 丹麦语的","","她会做丹麦点心。","丹麦法在9世纪和10世纪时, 由丹麦入侵者和殖民者在英国东北部施行的法律体系","丹麦猪肉的名声仅次于牛油。","我喜欢丹麦的点心","请用丹麦语。"

"enrich","","The library was enriched with new books.","Farmers enrich the soil with organic and inorganic manures.","It is generally thought that traveling abroad can enrich one's knowledge.","We hope that rich could enrich the others.","enrich one's experience
                                                        
                                                    ","For in pure love heaven did prepare those powders to enrich your hair."
"vt. 使富足,使肥沃，添加元素","","新书让图书馆更加充实。","农民用有机肥料和无机肥料来提高土壤的肥力。","一般认为出国旅游可增广见闻。","我们希望富裕的人可以使其他的人也富裕起来。","丰富人的经历","因为在那纯洁的爱情之所，上天备涂粉装饰你的发束。"

"vocabulary","","That if your vocabulary is limited your chances of success are limited.","You can look up this word in the vocabulary.","a dancer's vocabulary of movement.","Partly because I have a lousy vocabulary and partly because I act quite young for my age sometime.","We need to rich our vocabulary.","You can look up this word in the vocabulary ."
"n. 词汇, 词汇量","","如果你的词汇量不大，你成功的机会也就不多。","你可以在词汇表里查这个词。","舞蹈者的动作语言","这一方面是由于我的词汇少得可怜，另一方面也是由于我的行为举止有时很幼稚。","我们需要丰富我们的词汇量。","你可以在词汇表里查这个词。"

"Shakespeare","","There was a prize for the best essay on Shakespeare in the city.","He is always spouting Shakespeare.","I never tire of reading Shakespeare.","I like the art writing of Shakespeare
                                                        
                                                    ","I never tire of reading Shakespeare.","I tried hard to remember the long passage of Shakespeare."
"n. 莎士比亚","","这个城市设立了关于莎士比亚的优秀论文奖。","他老是喋喋不休地谈莎士比亚。","我对莎士比亚的作品百读不厌。","我喜欢莎士比亚的艺术作品","我对莎士比亚的作品百读不厌。","我努力记住莎士比亚的大段说白。"

"make use of","","She makes use of people she meets as raw material for her fiction.","As to intelligence, the boy has more than he can possibly make use of.","You should make use of your contacts.","She makes use of people she meets as raw material for her fiction.","She make use of her advantage to achieve success
                                                        
                                                    "
" 利用","","她把她所遇见的人们作为她创作小说的素材。","至于那男孩的才智, 多得他都用不完。","你应该利用你的人际关系。","她把她所遇见的人们作为她创作小说的素材。","她利用自身优势获得成功"

"spelling","","Your bad spelling may prejudice your chances of getting this job.","Different words with the same spelling are distinguished in this dictionary by superscript numbers.","The editors have normalized the author's rather unusual spelling.","The spelling mistake in this episode make me astonished
                                                        
                                                    ","The spelling mistake in this episode make me astonished
                                                        
                                                    ","The editors have normalized the author's rather unusual spelling
                                                        
                                                    "
"n. 拼法, 拼写","","你糟糕的拼写会妨碍你获得这个工作的机会.","本词典在同形异义词的右上角标注数字以资区别.","编辑已将作者不太规范的拼写改正过来.","这个片段的拼写错误让我吃惊","The spelling mistake in this episode make me astonished","编辑已改正了作者不太规范的拼写"

"latter ","","Many support the former alternative, but personally I favour the latter (one).","Man differs from beasts in that the former is able to laugh, while the latter aren't.","I studied both French and German, but I preferred the latter.","Jane and Mary are good friends; the former is a teacher, the latter is a nurse ."
"adj. 后面的,后者的
pron./n. 后者","","很多人都赞成前一种办法, 但我个人喜欢後一种.","人不同于野兽，因前者能笑，而后者却不能。","E","珍和玛丽是好朋友，前者是老师，后者是护士。"

"identity","","A credit card is not a valid proof of identity.","The net result of the long police investigation is that the identity of the killer is still a complete mystery.","The journalist did not want to reveal the identity of his informant.","I have a real identity of killer.","A Case of Mistaken Identity
                                                        
                                                    ","Vancouver's lively arts scene and rich festival tradition are hallmarks of the city's cultural identity."
"n. 身份,一致,特征","","银行发的支票保付卡不是有效的身份证明文件。","警方经长时间调查, 结果凶手的身分仍全然不知.","那个新闻工作者不想透露消息提供人的身分。","我的真实身份是杀手。","认错人的情况","Vancouver充满活力的艺术背景和丰富的传统节日是这个城市文化特性的标志。"

"fluent","","She likes him all the better for his fluent spoken English.","She is fluent in English.","She speaks fluent and idiomatic French.","she speaks fluent and idiomatic French
                                                        
                                                    ","She can say fluent English
                                                        
                                                    ","I am not 100% fluent, but at least I am improving."
"adj. 流利的, 流畅的","","正因为他操一口流利的英语，她更爱他。","她熟练掌握英语。","她说得一口又流利又地道的法语.","她说得一口又流利又地道的法语","她英语很流利","我不是十分流利,但至少我改进。"

"fluently","","She likes him all the better for his fluent spoken English.","She is fluent in English.","She speaks fluent and idiomatic French.","she speaks fluent and idiomatic French
                                                        
                                                    ","She can say fluent English
                                                        
                                                    ","I am not 100% fluent, but at least I am improving."
"adj. 流利的, 流畅的","","正因为他操一口流利的英语，她更爱他。","她熟练掌握英语。","她说得一口又流利又地道的法语.","她说得一口又流利又地道的法语","她英语很流利","我不是十分流利,但至少我改进。"

"Singapore","","Is Singapore a tropical country?
                                                        
                                                    ","Singapore is near the equator.","It's fashionable to go to Singapore for your holidays.","Do you really want me to go to Singapore?
                                                        
                                                    ","THE city-state of Singapore likes to think of itself as squeaky clean, so the prosecution of a priest, no less, for corruption has caused a furore.","Singapore's Changi airport, which rose from second in the 2012 rankings to the top spot this year, has been upgraded repeatedly since 2000, and a billion-dollar project to replace its existing budget terminal with a new fourth terminal is currently in the works
                                                        
                                                    "
"n. 新加坡","","新加坡是热带国家吗？","新加坡位于赤道附近。","到新加坡去度假是时下的时尚。","你真的想要我去新加坡吗？","新加坡","请提供译文。"

"Malaysia","","A short, heavy, straight-edged knife used in Malaysia and Indonesia as a tool and weapon.","There are 13 states in Malaysia.","There are 13 states in Malaysia.","There are many Chinese living in Malaysia.","peninsular malaysia
                                                        
                                                    "
"n. 马来西亚","","帕兰刀马来人和印度尼西亚人用作工具或武器的一种短且很重的直边短刀","马来西亚有十三个州.","马来西亚有十三个州.","许多华人住在马来西亚。","马来西亚半岛"

"such as","","In this paragraph there are many nouns, such as boy, girl, and book.","It's more useful to learn modern languages, such as English and German, than Latin.","Wild flowers such as primroses are becoming rare.","I like many kinds of fruits such as apple，strawberry and cherry
                                                        
                                                    ","such as
                                                        
                                                    ","there are many handson boys, such as Tony, Shane, and Casey."
" 例如, 诸如","","这一段里面有很多名词，例如男孩、女孩和书本。","学习英语和德语等现代语言比学习拉丁语更为有用。","报春花之类的野花越来越稀罕了。","我喜欢很多种类的水果，像苹果、草莓和樱桃","例如,诸如","这里有好多帅哥，例如汤米，谢恩，凯斯"

"frequent","","He suffers from frequent bouts of depression.","The factory is in frequent scarcity of raw materials.","His frequent hesitations annoyed the audience.","They gave me frequent warning to start applying myself,but I didn't do it.","the factory is in frequent scarcity of raw materials
                                                        
                                                    ","the factory is in frequent scarcity of raw materials save
                                                        
                                                    "
"adj. 经常的,频繁的
vt. 常到,常去","","他患多发性抑郁症。","这个工厂经常原料不足。","他三番五次欲言又止，听众已感到厌烦。","他们常常警告我，要我好好用功,可我总是当耳边风。","这个工厂经常原料不足","这个工厂经常原料不足"

"frequently","","The area is flooded, as frequently happens during the typhoon.","Stores of grain are frequently attacked by pests.","My judgement was frequently faulty, but my loyalty to the nation could not be questioned.","Frequently asked questions
                                                        
                                                    ","He didn't go home frequently recently.","Stores of grain are frequently attacked by pests."
"adv. 经常地, 频繁地","","这个地区淹了水，这是台风时经常发生的。","储存的谷物经常受到害虫的破坏。","我的判断经常出错，但是我对祖国的忠诚是无可置疑的。","常见问答","他最近经常不回家。","储存的谷物经常受到害虫的破坏。"

"usage","","Not in correct usage.","Languages develop continually through usage.","the usage of a technical term; an instrument that measures water usage.","Not in correct usage .","usage
                                                        
                                                    "
"n. 惯用法,使用,用法","","不合规则的用法错误的","语言在使用中不断发展。","技术语的使用；衡量水用量的器械","不合规则的用法错误的""command","","The army is under the king's direct command.","The general commanded his men to attack the city.","This great man is able to command everyone's respect.","he is good command of business
                                                        
                                                    ","The plight of the famine victims commands everyone's sympathy.","The army is under his command."
"n. 命令，指挥； 司令部，指挥部； [计算机]指令； 控制力
vt. 指挥，控制，命令； 命令； 应得，值得
vi. 给出命令； 命令，指令
adj. 指挥的，根据命令（或要求）而作的","","军队由国王直接统率。","将军下令部下攻城。","这位伟人有资格获得大家的尊敬。","他商业细胞很强悍","饥民的苦境值得大家同情.","军队由他领导。"

"request","","By popular request, the chairman was re-elected.","Your presence is requested at the meeting.","We are offering these scarves for sale again by request.","I have a request.","Workers requested a raise in the wage."
"n. 要求, 请求
vt. 请求, 要求","","徇众要求，主席获重选连任。","请你务必出席会议。","应大众要求我们再次出售这些头巾","我有一个要求","工人们要求提高工资。"

"dialect","","Every now and then he would lapse into the local dialect.","She speaks a dialect, not the Queen's English.","The dialect is spoken principally in the rural areas.","He wrote a play in a local dialect.","The tourists were confused by the unfamiliar dialects in this area."
"n. 方言","","他讲话中时而不自觉地冒出地方方言。","她说一口方言, 不是标准英语.","这种方言主要在农村地区使用。","他用当地方言写了一个剧本。","游客被该地区奇特的方言弄得满头雾水。"

"expression","","He always shows a doleful expression.","An expression of pain flitted across her face.","He had a passive expression on his face.","He closed his letter with expression of gateful thanks.","I've got a wonderful expression of this twon after the trip.","Language is a means for the expression of thought."
"n. 表达,表示,表现,表情,措辞,词句","","他总是露出忧郁的表情。","她脸上闪过一种痛苦的表情。","他脸上有一种漠然的表情。","他在那封信的结尾表达自己的感激之情.","这次旅行我对这个镇子印象极好。","语言是一种表达思想的方式。"

"midwestern","","Many wind farms, especially in the Midwestern United States, are located on farmland."
"adj. 美国中西部的","","很多风力发电场都坐落在农场，尤其是在美国中西部。"

"African","","Most presidents in this African country are arbitrary rulers.","A team of African bearers came with us on safari.","The donkey is a domesticated form of the African wild ass.","He fought in the N African campaign during the last war.","the Organization of African Unity
                                                        
                                                    "
"adj. 非洲的, 非洲人的
n. 非洲人","","这个非洲国家的总统大多数是专横的统治者。","有一队非洲脚夫和我们一起进行狩猎旅行.","驴是非洲野驴的一种已驯化的品种.","在上次战争中他在北非战役参战.","非洲统一组织"

"Spanish ","","The man is a sixteenth Spanish navigator.","He is one of the Spanish priesthood.","His mother tongue is Spanish.","Spanish
                                                        
                                                    ","The immigrant is a Spanish descendant
                                                        
                                                    ","We meet in the night in the Spanish cafe
                                                        
                                                    "
"adj. 西班牙的
n. 西班牙语","","那个人是十六世纪的西班牙航海家。","他是一名西班牙神职人员。","他的母语是西班牙语。","adj. 西班牙的 n. 西班牙语","这个移民是西班牙后裔","那个夜晚，我们在西班牙咖啡馆相遇"

"play a part in","","The IMF is currently playing a major part in rescue loans to Greece
                                                        
                                                    ","The effect was so great the team suspects it could have played a part in France's defeat in the battle of Agincourt.","He play a part in this things 
                                                        
                                                    "
" 在...中起作用, 参与","","IMF目前在给予希腊救助贷款中发挥重要作用。","been partly responsible for","他在这件事情中起作用"

"eastern","","eastern breezes.","And of course it is your experience in Indonesia that inspired your film eastern moon.","The mountain was sharply defined against the eastern sky.","The sun will rise in the eastern sky
                                                        
                                                    ","eastern
                                                        
                                                    ","eastern
                                                        
                                                    "
"adj. 东部的, 东方的","","东风","当然喽，正是由于你在印度尼西亚的体验使你萌发灵感写了电影《东方的月亮》。","那座山在东方天空的衬托下显得轮廓分明.","太阳将会在东方的天空生气","东方的，东部的","东部的，东方的"

"southeastern","","The southeastern wind is strong.","The southeastern wind is strong
                                                        
                                                    ","There are two schools on the southeastern corner of the area
                                                        
                                                    "
"adj. 东南方的
adj. 东南部的","","东南风很强。","东南风很强。","东南角有两个学校"

"recognize","","I think I recognize your hoof in it.","At that instant she did not recognize the man that had kidnapped her.","He walked along in the shadows hoping no one would recognize him.","The UK has refused to recognize the new regime.","The book is now recognized as a classic.","I have recognized you."
"vt. 认出,认可,承认,意识到,表示感激","","我看出你在这里面插了一手。","在那一瞬间, 她没有认出绑架她的人。","他走在暗处，希望没有人认出他来。","UK拒绝承认新政党","这本书被奉为经典","我已经认出了你。"

"lorry","","The lorry skidded on a stretch of black ice.","The whole house vibrates whenever a heavy lorry passes.","The lorry had been blacked by strikers and could not be unloaded.","What the difference between lorry and truck?
                                                        
                                                    ","A Lorry is biger than a car.","lorry is big
                                                        
                                                    "
"n. 卡车；货运汽车","","货车在薄冰路面上打滑.","重型卡车一经过，整所房子都震动起来。","那辆货车遭罢工者抵制而无法卸货.","lorry 和truck的区别是什么","卡车比小汽车大。","卡车很大"

"Houston","","Jetted from Houston to Los Angeles.","Houston：石油之都，nasa
                                                        
                                                    ","Without them, I would still be the little unknown designer from Houston.","Houston is a city of America."
"n. 休斯顿(美国城市名)","","乘喷气式飞机从休斯顿到洛杉矶","。","没有他们我估计还是一个休斯顿来的无名小设计师.","休斯顿是美国的一个城市。"

"Texas","","If you hire a car in Texas, make sure it have air-conditioning.","A family of North American Indian languages formerly spoken in the Dakotas, Kansas, Nebraska, Texas, Oklahoma, Arkansas, and Louisiana, and presently in North Dakota and Oklahoma.","He is rated one of the rich men in Texas.","Texas is one of the states of USA
                                                        
                                                    ","Texas
                                                        
                                                    ","Texas is one of the states of USA
                                                        
                                                    "
"n. 德克萨斯州, (美国州名)","","如果你在得克萨斯租车, 务必要租个带空调设备的车。","喀多语系北美印第安语的一支, 以前在达科他斯、堪萨斯、内布拉斯加、得克萨斯、俄克拉何马、阿肯色州和路易斯安那这些地方使用, 现今使用于达科他斯北部和俄克拉荷马地区","他被认为是德州最富有的人之一。","德克萨斯州是美国众多洲中的一个","德克萨斯","他被认为是德州最富有的人之一"

"accent","","She spoke with an Irish accent.","He flattered himself that he spoke French with a perfect accent.","His accent betrayed the fact that he was foreign.","You speak with a hometown accent
                                                        
                                                    ","native accent
                                                        
                                                    ","He flattered himself that he spoke French with a perfect accent ."
"n. 重音；口音，腔调；特别强调；变音符号
vt. 重读,强调","","她说话带有爱尔兰口音。","他自以为他说法语的腔调很完美。","他的口音显露出他是外国人。","你说话带有方言口音","当地口音","他自以为他说法语的腔调很完美。"

"catfish","","Landed a big catfish.","-Chandler: I will have the uh, Cajun catfish.","We ate catfish at a local restaurant."
"n. 鲶鱼","","钓上一条大鲇鱼","我要一份纽奥良鲶鱼。","我们在当地的一家参观吃了鲶鱼。"

"lightning","","The dark room was momentarily lit up by a vivid flash of lightning.","The tree was struck by lightning.","Lightning usually accompanies thunder.","i am scared the lightning more than the thunder
                                                        
                                                    ","The tree was struck by  lightning
                                                        
                                                    ","his speed is like lightning
                                                        
                                                    "
"n. 闪电
adj. 闪电般的, 快速的
vi. 打闪","","那黑洞洞的房间顿时被强烈的闪电照亮了。","那棵树被雷电击中了.","闪电通常伴有雷声。","比起雷声我更害怕闪电","那棵树被雷电击中了.","他的速度快如闪电"

"straight","","Please put your desk straight before you leave the office.","Come straight away after school.","He drew a straight line on the paper.","straight hair
                                                        
                                                    ","Come straight away after school.","It has snowed for four straight days."
"adj. 直的, 准的, 正直的, 坦率的, 连续的
adv. 直接地, 笔直地, 平正地, 坦率地, 连续不断地
n. 直的东西, 传统的人","","请你先把办公桌收拾好再离开办公室。","放学后直接回家。","他在纸上画了一条直线。","直发","放学后直接回家。","已连续下了四天雪了。"

"block","","She chopped the block of wood in two with a single blow.","The heating system in this block doesn't work well.","Police blocked off the street after the explosion.","Oh, honey, these heels don't have another block in them.","The stone blocking the street。
                                                        
                                                    ","block
                                                        
                                                    "
"n. 块； 街区； &lt;英&gt;大楼，大厦； 障碍物，阻碍
vt. 阻止； 阻塞； 限制","","她一斧头把木块劈成两半。","这个街区的供暖系统不太好用。","在发生爆炸之後，警方用路障封锁了那条路。"," 我的高跟鞋后跟坏了(我不能陪你玩了)。","石头阻塞了街道","阻挡"

"cab","","A cab will be there in ten minutes.","Shall we take a cab there and come back by subway?
                                                        
                                                    ","The cab swung around the corner.","call a cab
                                                        
                                                    ","I want take a cab.","Shall we walk or take a cab?
                                                        
                                                    "
"n. 出租汽车, 司机室, 驾驶室, 轻便马车
vi. 乘出租车","","过10分钟会有一辆出租汽车到那儿。","我们坐出租车去再乘地铁回来好吗？","那部计程车转过街角。","叫出租车","我要打个车","我们步行还是坐出租车?"

"journal","","She writes (about/on politics) for a weekly journal.","The journal makes its appearance once two months.","The article in the Wall Street Journal leans heavily on modern cliches.","journal
                                                        
                                                    ","The Wall Street Journal
                                                        
                                                    ","She writes (about/on politics) for a weekly  journal  ."
"n. 日记, 杂志, 日报","","她为一家周刊写（政治性）文章.","这本刊物两个月出版一次。","＜华尔街日报＞上的这篇文章使用了大量现代的陈词滥调。","报纸; 定期刊物（尤指涉及某一学科的）","华尔街日报","她为一家周刊写（政治性）文章."

"transport","","The goods have been cased up for transport.","London Transport run extra trains during the rush-hour.","Please find alternative means of transport.","The goods will be transported to KunMing by air.","Urban rail transport
                                                        
                                                    "
"n. 运输、运输工具；(常用复数）强烈的情绪、狂喜或狂怒
vt. 运输；流放；为强烈的情绪所激动","","货物已装箱待运。","伦敦运输公司会在交通高峰时间增开班车。","请另外找一个运输方法。","货物将空运到昆明。","城市轨道交通"

"prefer","","We prefer to eat out.","I prefer tea to coffee.","I prefer fish to meat.","I prefer tea to coffee.","He preferred to stay home to enjoy his old age.","Tom was preferred to others to get the job
                                                        
                                                    "
"vt. 更喜欢； 提升，提拔； 给予（债权人）优先权； 提出（控告）
vi. 更喜欢，宁愿","","我们比较喜欢上馆子吃饭。","我更喜欢茶，而不是咖啡。","我较喜欢吃鱼。","我更喜欢茶，而不是咖啡。","他更喜欢待在家里安享晚年。","Tom比其他人优先得到这份工作"

"disadvantage","","It is a disadvantage for yourself to hatred other people.","The system puts the firm at a disadvantage because of its overmuch manpower.","One of the main disadvantages of this system is that it uses very large amounts of fuel.","Europe prolongs rules that blatantly disadvantage its own companies.","I under the disadvantage of not having enough english.","We were put at a disadvantage."
"n. 不利, 不利条件, 损害, 损失","","憎恨别人对自己是一种很大的损失。","由于过剩的人力, 这一体制使公司处境不利。","该系统的主要弱点之一是消耗大量燃料。","欧洲延长这样悍然地不利其自己公司的规则。","我深受不懂英语之苦。","我们被置于不利的地位. "

"fare","","I reminded her how much the fare was.","Let me go shares with you in the taxi fare.","I've nowhere near enough for the fare.","How much is the taxi fare?
                                                        
                                                    ","l need you to share the taxi fare
                                                        
                                                    "
"n. 费用,食物
v. 进展,进步,经营","","我提醒她车票的价钱.","我和你分摊计程车费吧。","我的钱肯定不够买车票的。","打的钱多少？","我需要你和我一起分担计程车费"

"route","","The route was once much travelled but has fallen into disuse.","The markings along the route are quite plain.","The bus route goes as far as that, so you'll need to take a taxi.","As soon as I got my breath back I ran across Route 204.","I always went to school alone the route.","The bus route goes as far as that, so you'll need to take a taxi."
"n. 航线,路线,途径
vt. 按路线发送, 改变路线","","这条路线旅行的人以前常走，但是现在已不用了。","路线沿途的标志都十分清楚.","汽车路线到此为止了, 你得叫辆的士。","等我喘过气来以后，我就奔过了第二0四街。","我常常沿着这条路上学。","汽车路线到些结束了，你需要打的。"

"Mekong","","The Mekong will eat a grunt's feet
                                                        
                                                    ","Mekong is a river of Southeast Asia flowing about 4,184km."
"n. 湄公河（东南亚一河流）","","湄公河会把你的脚泡烂","湄公河是东南亚一条蜿蜒4,184公里的河流。"

"flow","","The flow of melted snow cascaded down the mountainside and into the river.","Offers of help flowed into the office.","The tide began to flow and our footprints were covered.","The sudden flow of cold blood can creat shock.","The tide began to flow and our footprints were covered.","If you and me agree on a course of action, then Lola will likely 【go with the flow】 without asking a lot of questions."
"vi. 流； 垂； 流出； （谈话、文体等）流畅
n. 流动； 滔滔不绝； 涨潮； 连贯
vt. 使泛滥； 淹没； 排出","","溶化的雪水如瀑布般沿着山崖边泻入河里。","人们接连不断地向办事处表示愿意提供帮助","开始涨潮了，潮水遮住了我们的脚印。","低温血液的突然流动可以造成休克","开始涨潮了，潮水遮住了我们的脚印。","如果你和我都同意这样的做法，那么罗拉就很可能跟随我们的想法而不去问一大堆的问题。"

"ever since","","I simply gave in to him, and I've regretted it ever since.","He's been there ever since you left!
                                                        
                                                    ","He's been a thorn in my side ever since he joined this department.","it’s been running through me ever since.","ever since
                                                        
                                                    "
"adv. 从那时起(自那时以来)","","我当时完全向他屈服了，从此我为此事后悔不迭。","自从你离开，他一直都在那儿！","他自从到了这个部门就总让我不得安生.","它令我的胃至今仍感不适","adv. 从那时起(自那时以来"

"persuade","","How can I persuade you of my sincerity?
                                                        
                                                    ","to make children fit to live in a society by persuading them to learn and accept its codes
                                                        
                                                    ","Can you persuade her out of her foolish plans?
                                                        
                                                    ","By resuming talks now, China might hope that an appearance of progress will help persuade Mr Obama to keep any meeting with the Dalai Lama low key.","It is hard to persuade him.","I will persuade the man not to be radical
                                                        
                                                    "
"v. 说服 vt. 劝说,说服","","我如何能够让你相信我的诚意？","“通过劝说孩子们学习和接受社会规范使他们适应社会生活”","你能劝她放弃她那些愚蠢的计划吗？","中国也许希望通过重新谈判，实现一些明显的过程从而劝使奥巴马先生拒绝和达赖的任何见面。","劝说他很困难。","我会说服他不要变得激进"

"cycle","","Her latest stunt is riding a motor cycle through a ring of flames.","The pedals of a cycle are attached to the crank.","I am unable to cycle to school because my bicycle is broken.","the boom and slump periods of a trade cycle.","The seasons of the year make a cycle
                                                        
                                                    ","cycle
                                                        
                                                    "
"n. 循环,周期,长期,圈,套曲,自行车,
vt. 环行,骑自行车
vi. 使环行","","她的最新特技表演是骑摩托车钻火圈。","自行车的踏板与曲柄相连。","我不能骑车上学，因为我的自行车坏了。","贸易盛衰循环。","一年四季构成一个循环","此处是指天体轨道"

"graduate","","Most foreign students here are graduate students.","I am an arts graduate.","He is a graduate in medicine.","Nowadays,there are not many job opportunities which graduates can look forward to.","this graduated into a family habit of after-dinner quizzes at the table about books read most recently and new words learned.","fresh graduate
                                                        
                                                    "
"vt. 毕业;(在表、计、尺上)刻[分]度,定等级
vi. 毕业,获学位,逐渐变得
n. （大学）毕业生；学士学位获得者
adj. 毕业的,获得学位的","","这里多数的外国学生是研究生。","我是一个文科毕业生。","他是医科毕业生。","现在，本科毕业生所能期望的就业机会并不多。","事实上，这一爱好渐渐变成一种家庭习惯，晚饭后大家围在餐桌旁互相考查近日所读的书以及新学的单词。","刚毕业的学生"

"finally","","Finally, they arrived at an agreement.","Finally the team from Argentina won the championship.","The patient finally died from cancer.","Finally，we lived together
                                                        
                                                    ","We must settle this matter finally.","Finally,wo found him
                                                        
                                                    "
"adv. 最后, 最终","","他们最后终于达成了协议。","最后，这支来自阿根廷的队伍夺得了冠军。","那位病人最终死于癌症。","最终，我们生活在了一起","我们必须彻底解决这一问题。","最后，我们找到了他"

"schedule","","Everything went according to schedule.","We've already finished the work anterior to the schedule.","His busy schedule made him completely inaccessible to his students.","Flight Schedule
                                                        
                                                    ","He was bidden to finish  the work on schedule .","His busy  schedule   made him completely inaccessib
                                                        
                                                    "
"n. 时间表, 一览表, 计划
vt. 安排, 计划, 预定, 编制目录","","一切都按计划进行。","我们已经提前完成了工作。","他的时间排得很满，学生根本无法和他接触。","航班时刻表","我要他按时完成工作。","他的时间排得很满，学生根本无法和他接触"

"fond","","I am not fond of solitude.","He is fond of high-sounding phrases.","He was fond of drawing when he was a child.","He was fond of drawing when he was a child
                                                        
                                                    ","The mute man is fond of compiling encyclopedia
                                                        
                                                    ","I'm not fond of his song
                                                        
                                                    "
"adj. 喜欢的；温柔的；宠爱的","","我不喜欢孤独。","他爱用夸大的词句。","他还是个孩子时就喜欢画画。","他还是个孩子时就喜欢画画","这个哑巴喜欢编纂百科全书","我不喜欢他的歌"

"be fond of","","He was fond of drawing when he was a child.","Others may be fond of titles and honours, but I am not.","He was fond of celery.","Many years ago, there was an Emperor, who was so excessively fond of new clothes
                                                        
                                                    ","I am fond of playing football and badminton.","I am fond of drawing."
" 爱好, 喜欢","","他还是个孩子时就喜欢画画。","人皆好名, 我则不然.","他喜欢吃芹菜。","很多年前，有一个过分喜爱新衣服的皇帝","我喜欢踢足球和打羽毛球","我喜欢画画"

"shortcoming","","If it were not for this shortcoming, he  would be a fairly good teacher.","Donna is sensible of his shortcoming.","Not being punctual is his greatest shortcoming.","Each person has shortcomings.","The obsession of cradle is his fatal shortcoming
                                                        
                                                    "
